SN2005el        Ia  PAIRITEL H   2005Nov13 53687.32  2068.873   191.092 16.71 0.10
SN2005el        Ia  PAIRITEL H   2005Nov14 53688.33  1924.070   173.340 16.79 0.10
SN2005el        Ia  PAIRITEL H   2005Nov15 53689.32  1772.727    97.288 16.88 0.06
SN2005el        Ia  PAIRITEL H   2005Nov16 53690.32  1795.520    80.894 16.86 0.05
SN2005el        Ia  PAIRITEL H   2005Nov17 53691.30  1703.212   221.308 16.92 0.14
SN2005el        Ia  PAIRITEL H   2005Nov19 53693.33  1558.156   270.030 17.02 0.19
SN2005el        Ia  PAIRITEL H   2005Nov20 53694.35  1475.260    29.367 17.08 0.02
SN2005el        Ia  PAIRITEL H   2005Nov21 53695.31  1385.374   206.457 17.15 0.16
SN2005el        Ia  PAIRITEL H   2005Nov22 53696.30  1341.280   206.093 17.18 0.17
SN2005el        Ia  PAIRITEL H   2005Nov26 53700.26  1253.301    49.089 17.25 0.04
SN2005el        Ia  PAIRITEL H   2005Nov27 53701.26  1161.183   128.324 17.34 0.12
SN2005el        Ia  PAIRITEL H   2005Nov29 53703.28  1249.511    56.393 17.26 0.05
SN2005el        Ia  PAIRITEL H   2005Nov30 53704.30  1019.222    83.040 17.48 0.09
SN2005el        Ia  PAIRITEL H   2005Dec01 53705.30   992.054   227.319 17.51 0.25
SN2005el        Ia  PAIRITEL H   2005Dec02 53706.30   999.601   289.141 17.50 0.32
SN2005el        Ia  PAIRITEL H   2005Dec03 53707.30  1165.901    82.283 17.33 0.08
SN2005el        Ia  PAIRITEL K_s 2005Sep28 53641.36  6745.522   220.556 15.43 0.04
SN2005el        Ia  PAIRITEL K_s 2005Sep29 53642.37  7495.285   337.853 15.31 0.05
SN2005el        Ia  PAIRITEL K_s 2005Sep30 53643.36  7998.783   372.319 15.24 0.05
SN2005el        Ia  PAIRITEL K_s 2005Oct08 53651.43  5082.058   231.535 15.73 0.05
SN2005el        Ia  PAIRITEL K_s 2005Oct09 53652.37  4910.222   784.651 15.77 0.18
SN2005el        Ia  PAIRITEL K_s 2005Oct10 53653.39  4384.159   303.487 15.90 0.08
SN2005el        Ia  PAIRITEL K_s 2005Oct11 53654.34  4911.494    65.605 15.77 0.01
SN2005el        Ia  PAIRITEL K_s 2005Oct20 53663.40  4827.052   279.529 15.79 0.06
SN2005el        Ia  PAIRITEL K_s 2005Oct22 53665.36  5340.681   219.509 15.68 0.04
SN2005el        Ia  PAIRITEL K_s 2005Oct27 53670.35  4990.951   304.106 15.75 0.07
SN2005el        Ia  PAIRITEL K_s 2005Oct29 53672.30  5035.849   161.773 15.74 0.03
SN2005el        Ia  PAIRITEL K_s 2005Oct30 53673.29  4734.631  1071.322 15.81 0.25
SN2005el        Ia  PAIRITEL K_s 2005Oct31 53674.39  4318.512   273.806 15.91 0.07
SN2005el        Ia  PAIRITEL K_s 2005Nov01 53675.36  4011.781   193.387 15.99 0.05
SN2005el        Ia  PAIRITEL K_s 2005Nov02 53676.36  3429.858   776.086 16.16 0.25
SN2005el        Ia  PAIRITEL K_s 2005Nov04 53678.38  3192.709   228.129 16.24 0.08
SN2005el        Ia  PAIRITEL K_s 2005Nov12 53686.35  2173.541   247.965 16.66 0.12
SN2005el        Ia  PAIRITEL K_s 2005Nov17 53691.30  2086.430   147.962 16.70 0.08
SN2005el        Ia  PAIRITEL K_s 2005Nov19 53693.33  1663.029   205.704 16.95 0.13
SN2005el        Ia  PAIRITEL K_s 2005Nov21 53695.31  1738.562   170.587 16.90 0.11
SN2005el        Ia  PAIRITEL K_s 2005Nov22 53696.30  1547.404   204.615 17.03 0.14
SN2005el        Ia  PAIRITEL K_s 2005Nov25 53699.28  1479.078   253.631 17.08 0.19
SN2005el        Ia  PAIRITEL K_s 2005Dec01 53705.30  1354.120   237.638 17.17 0.19
SN2005el        Ia  PAIRITEL K_s 2005Dec02 53706.30  1201.558   221.366 17.30 0.20
